Name;Type;Ratio;Amount
testBeingRemovedAfterModelRemovalWhenNotRendered;OPAbstractElementControllerTest;1.00;49
testBeingRemovedAfterModelRemovalWhenRendered;OPAbstractElementControllerTest;1.00;49
testBuildsDefaultResultByDefault;#yourself;1.00;38
testCanVerify;AbstractVerificationTest;1.00;30
testChangingHelpAffectTheWidget;SpAbstractWidgetAdapterTest;1.00;36
testClassSideModelClass;OPAbstractElementControllerTest;1.00;51
testClose;#yourself;1.00;57
testCollect;TestCase;1.00;34
testComment;TestCase;1.00;39
testComparisonOfSameQueries;#yourself;1.00;38
testComparisonOfSameQueriesWithDifferentRequestedContent;#yourself;1.00;38
testComparisonOfSimilarQueriesWithDifferentScopes;ClyTypedQueryTest;1.00;34
testComparisonOfSimilarQueriesWithEqualScopes;ClyTypedQueryTest;1.00;34
testComparisonWithCopy;ClyAbstractNavigationEnvironmentTest;1.00;32
testComparisonWithItself;ClyAbstractNavigationEnvironmentTest;1.00;32
testConcatenation;TestCase;1.00;32
testContents;TestCase;1.00;53
testConvertingAsRestrictedByAnotherScope;ClyAbstractNavigationEnvironmentTest;1.00;50
testConvertingToAsyncQuery;#yourself;1.00;37
testConvertingToSemiAsyncQuery;#yourself;1.00;37
testConvertingWithNewCompositeScope;ClyTypedQueryTest;1.00;34
testConvertingWithNewRequiredResult;#yourself;1.00;38
testConvertingWithNewScope;#yourself;1.00;37
testConvertingWithNewScopeBasis;#yourself;1.00;37
testCopy;TestCase;1.00;148
testCopyEmpty;TestCase;1.00;34
testCopyProperties;SRObjectTest;1.00;33
testCreateAndShow;OPAbstractElementControllerTest;1.00;51
testCreateController;OPAbstractElementControllerTest;1.00;51
testCreateDiagramElement;OPAbstractElementControllerTest;1.00;54
testCreateModel;OPAbstractElementControllerTest;1.00;51
testCreateUsingAddAsTarget;OPAbstractElementControllerTest;1.00;63
testCreationOnMultipleScopeOfSameBasis;ClyTypedQueryTest;1.00;34
testCreationUnifiedInstance;ClyAbstractNavigationEnvironmentTest;1.00;49
testDecoratedBy;IteratorTest;1.00;38
testDecoratedByDuplicateRemoverIterator;IteratorTest;1.00;38
testDefault;TestCase;0.95;41
testDescriptionName;OPAbstractElementControllerTest;1.00;51
testDo;TestCase;1.00;39
testEmpty;TestCase;1.00;40
testEnabledAffectWidget;SpAbstractWidgetAdapterTest;1.00;37
testEqual;TestCase;1.00;58
testEquals;TestCase;1.00;49
testExecutesConcreteQueryClass;#yourself;1.00;37
testFixingStateBeforeExecution;#yourself;1.00;38
testForbidCreationOnScopeWhichNotSupportIt;ClyTypedQueryTest;1.00;34
testForbidCreationOnScopeWithoutEnvironment;ClyTypedQueryTest;1.00;34
testGettingEnvironment;#yourself;1.00;38
testHasChildren;TestCase;1.00;52
testHasDefaultStreamConverter;XMLStreamAdapterTest;1.00;41
testHasImplicitStreamConverter;XMLStreamAdapterTest;1.00;41
testHasNext;IteratorTest;1.00;38
testHasNullStreamConverter;XMLStreamAdapterTest;1.00;41
testHasReadonlyRequiredResultByDefault;#yourself;1.00;38
testHasRequiredResultByDefault;#yourself;1.00;38
testHasUnknownScopeByDefault;#yourself;1.00;38
testHash;TestCase;1.00;80
testHidePresenterHidesWidget;#yourself;1.00;45
testIncludes;TestCase;1.00;30
testInvalidCharacters;XMLStreamAdapterTest;1.00;41
testInvalidModel;AbstractVerificationTest;1.00;63
testIsBinary;#yourself;1.00;56
testIsBoundToEnvironmentWhenScopeIs;#yourself;1.00;37
testIsDescription;SRObjectTest;1.00;33
testIsExecutedFromConcreteScopeClass;#yourself;1.00;37
testIsExecutedFromEmptyScope;#yourself;1.00;37
testIsExecutedFromMultipleScope;ClyTypedQueryTest;1.00;34
testIsExecutedFromScopeOfBasisObject;#yourself;1.00;37
testIsExecutedFromSingleScope;ClyTypedQueryTest;1.00;34
testIsStream;#yourself;1.00;53
testIsSupported;OPAbstractElementControllerTest;1.00;51
testIsXMLBinaryOrExternalStream;#yourself;1.00;53
testIsXMLConvertingStreamAdapter;XMLStreamAdapterTest;1.00;49
testLabel;TestCase;0.92;33
testLast;TestCase;0.93;52
testModelClass;#yourself;1.00;54
testModelForFigure;OPAbstractElementControllerTest;1.00;51
testName;TestCase;1.00;52
testNew;TestCase;1.00;120
testNewControllerFor;#yourself;1.00;52
testNext;TestCase;1.00;82
testNotBoundToEnvironmentByDefault;#yourself;1.00;38
testOn;#yourself;1.00;77
testOnIfBinaryOrExternal;#yourself;1.00;57
testOpenInForm;OPAbstractElementControllerTest;1.00;51
testOutputTo;IteratorTest;1.00;38
testParameters;ParametrizedTestMatrix;0.99;181
testParent;TestCase;1.00;37
testPeek;TestCase;1.00;76
testPeekFor;#yourself;1.00;36
testPosition;#yourself;1.00;60
testPrepareResultForExecution;#yourself;1.00;38
testPrintOn;TestCase;1.00;39
testProperties;TestCase;1.00;62
testPropertiesAt;SRObjectTest;1.00;33
testPropertiesAtIfAbsent;SRObjectTest;1.00;33
testPropertiesAtIfAbsentPut;SRObjectTest;1.00;33
testPropertiesAtIfPresent;SRObjectTest;1.00;33
testPropertiesAtPut;SRObjectTest;1.00;33
testPropertiesHas;SRObjectTest;1.00;33
testRemove;TestCase;0.88;30
testRemoveAll;TestCase;0.93;52
testRemoveController;#yourself;1.00;66
testRemoveFigureAndModel;OPAbstractElementControllerTest;1.00;51
testRemoveModel;#yourself;1.00;52
testReset;TestCase;1.00;74
testRoassalShapeForModel;OPAbstractElementControllerTest;1.00;51
testRoassalShapeWasRendered;OPAbstractElementControllerTest;1.00;51
testRule;#yourself;1.00;50
testRuleNotViolated;ReAbstractRuleTestCase;1.00;39
testSanity;TestCase;1.00;56
testSelect;TestCase;1.00;34
testShowInDiagram;OPAbstractElementControllerTest;1.00;51
testShowPresenterShowsWidget;#yourself;1.00;45
testSize;TestCase;0.92;47
testSkip;#yourself;1.00;36
testSkipTo;#yourself;1.00;34
testStreamConverter;XMLStreamAdapterTest;1.00;41
testStringValue;TestCase;1.00;30
testUpTo;#yourself;1.00;37
testUpToAs;IteratorTest;1.00;38
testUpToEnd;#yourself;1.00;37
testUpToEndAs;IteratorTest;1.00;38
testUpToEndInto;IteratorTest;1.00;38
testUpToInto;IteratorTest;1.00;38
testValidModel;AbstractVerificationTest;1.00;63
testValidate;TestCase;1.00;45
testVerifiedClass;AbstractVerificationTest;1.00;30
testVerifiedStereotypes;StereotypeVerificationTest;1.00;36
testVerifyObjectWithModel;AbstractVerificationTest;1.00;30
testVisibilityWithBlock;#yourself;1.00;46
testVisibilityWithBlockThatReturnsFalse;#yourself;1.00;46
testWithCollectionAPI;IteratorTest;1.00;38
textArea;RubAbstractTextArea;0.94;72
textChanged;#yourself;1.00;33
textColor;Color;1.00;46
textColor:;#yourself;1.00;31
textStyle;TextStyle;1.00;35
theme;PharoDarkTheme;0.99;322
time:;#yourself;1.00;33
timeStamp;Magnitude;0.91;49
title;String;1.00;154
to:;#yourself;0.98;102
toString:;String;1.00;40
toStyleStore;ToStyleStore;1.00;62
toThemeInstalled;BlElement;1.00;57
toThemePreInstall:;BlElement;1.00;49
toolbarMenuActivation;CmdMenuCommandActivationStrategy;0.94;32
topMostOwningElement;OPOpenPonkDiagram;0.88;37
traceWith:;#yourself;1.00;39
traitComposition;TaAbstractComposition;1.00;3399
traitUsers;Array;1.00;487
traits;Array;0.92;3069
transformation;BlElementCachedIdentityTransformation;0.81;65
translateBy:;#yourself;1.00;102
translateTo:;#yourself;1.00;190
translationOf:in:;Point;1.00;43
transparent;Color;0.88;72
trim;PPTrimmingParser;0.93;43
type:;#yourself;1.00;146
types;FMSlotMultivalueLink;0.83;34
umlClassName;String;1.00;74
umlMetaClass;OPUMLElement;1.00;60
unConfiguredQuery;FQAbstractQuery;1.00;36
undefined;String;0.93;54
undefinedName;Symbol;1.00;165
undefinedValue;String;1.00;41
unhookDiagramElement;OPElementController;1.00;73
unhookRoassalShape;OPElementController;1.00;55
uninstallSkinEvent:;ToRawSkin;1.00;31
uniqueIdentifierName;Symbol;1.00;132
uniqueInstance;#soleInstance;1.00;143
unnamed;RGObject;1.00;42
unresolvedValue:;RGUnresolvedValue;1.00;53
unsubscribe;#yourself;1.00;65
unsubscribe:;#yourself;0.95;38
upTo:as:;OrderedCollection;0.85;76
upTo:into:;OrderedCollection;0.92;76
upToEnd;SequenceableCollection;1.00;83
upToEndAs:;SequenceableCollection;0.97;58
upToEndInto:;OrderedCollection;0.95;39
update;#yourself;1.00;50
update:;#yourself;1.00;51
updateAfterDiagramFocused;#yourself;1.00;66
updateAllSelections;#yourself;1.00;60
updateBackground;BlElement;1.00;55
updateFromRender;#yourself;1.00;171
updateGeometry;BlElement;1.00;53
updateOld:new:in:;MooseEntity;0.88;50
updatePresenter;SpPresenter;1.00;62
updateRenderFromBounds;OPBoundNode;1.00;61
updateRenderFromModel;#yourself;1.00;301
updateRenderFromSelf;OPDiagramElement;1.00;301
updateRenderFromStyles;OPDiagramElement;1.00;155
updateToolbar;#yourself;1.00;55
updateTransformationBounds;BlElement;1.00;48
upperValue:;#yourself;1.00;32
url:;#yourself;0.85;61
urlOf:;WAUrl;1.00;115
urlOf:using:;WAUrl;1.00;57
userData;IdentityDictionary;0.93;139
username;String;1.00;38
username:;#yourself;1.00;30
usesNamespaces;Boolean;1.00;52
usesNamespaces:;#yourself;1.00;36
uuid;UUID;0.96;279
uuid:;#yourself;0.91;51
vFitContent;#yourself;1.00;67
vResizing;Symbol;1.00;222
vResizing:;#yourself;1.00;215
validate;#yourself;0.99;163
validate:;#yourself;0.91;50
validate:withModel:;Array;1.00;35
validateAttributeDeclaration;XMLAttributeValidator;1.00;34
validateAttributeValue:;XMLAttributeValidator;1.00;31
validateAttributes:;XMLAttributeValidator;1.00;40
validateClass;OPBPMNNodeModel class;1.00;71
validateKind:;#yourself;1.00;51
validateRequired:;#yourself;1.00;47
validateSpecific:;SRDescription;1.00;31
values;Array;0.85;58
valuesDo:;#yourself;1.00;36
verifiedClass;OPUMLElement class;1.00;86
verifiedStereotypes;Array;1.00;58
verify:withModel:;Array;0.94;44
verifyObject:withModel:;Array;0.93;54
version;MetacelloVersion;0.84;314
versionNumberClass;MetacelloVersionNumber class;1.00;305
verticalTick;RSVerticalTick;1.00;32
violators;Collection;1.00;50
visible;Boolean;0.98;282
visible:;#yourself;1.00;63
waitTestingSpaces;#yourself;1.00;94
waitTestingSpacesTimeout:;ToParameterizedHostTest;1.00;46
wantsDecorateTableCellOf:;Boolean;1.00;32
wantsEvent:;Boolean;1.00;189
wantsKeyboardFocus;Boolean;1.00;68
wantsKeyboardFocusNavigation;Boolean;1.00;61
wantsRoundedCorners;Boolean;1.00;132
wantsSeparateCompositingLayer;Boolean;1.00;96
wantsSteps;Boolean;1.00;111
weakWhen:send:to:;WeakAnnouncementSubscription;1.00;79
weight;Number;0.94;48
weight:;#yourself;0.89;40
when:do:for:;#yourself;0.87;234
white;Color;1.00;35
width;Number;0.98;510
width:;#yourself;1.00;302
window:;#yourself;0.97;70
windowTitle;String;1.00;133
withAll:;#soleInstance;0.82;130
withAllChildrenBreadthFirstDo:;BlElement;1.00;45
withAncestorNodesDo:;XMLNode;1.00;52
withBlock:;RBCondition;0.95;38
withBorder;#yourself;1.00;73
withCollectionAPI;IteratorWithCollectionAPI;1.00;52
withIndexDo:;#yourself;1.00;31
withNewBasisObjects:;#yourself;1.00;60
withResult:;#yourself;1.00;45
withScope:;ClyQuery;0.90;151
withScopeOf:;#yourself;1.00;41
withSeparatorAfter;#yourself;1.00;32
workingCopy;IceRingWorkingCopy;0.93;94
workingDirectory;FileReference;0.84;38
world;WorldMorph;1.00;95
wrapCentering:;#yourself;1.00;32
write;#yourself;0.96;49
writeXMLOn:;XMLNode;1.00;46
writer;XMLWriter;0.89;57
writerClass;MCWriter class;1.00;33
x;Number;0.87;75
x:;#yourself;1.00;40
xmiName;String;1.00;42
y;Number;0.89;74
y:;#yourself;0.91;42
yetAnotherClassName;Symbol;1.00;30
yetYetAnotherClassName;Symbol;1.00;30
zoomToFit;#yourself;1.00;36
